ARCID;ATYP;ADEP;ADES;RM;ARF;ETD;TT;ETA;Flight Time;Adjusted Time;CAT;Seats;Airline;Coming From;TAS(kts);TAS(m/s);Distancia (km)
NSZ6KY;B738;ESGG;LEBL;SERPE;390;18:11:00;8;20:35:00;2:24:00;2:01:00;D;184;NSZ;ECAC;472.7;243.2;1765.63
WZZ317;A21N;LEBL;EPGD;9HWDX;360;20:40:00;20;23:10:00;2:30:00;1:55:00;D;230;WZZ;ECAC;454.1;233.6;1611.84
THY8HC;B738;LTFM;LEBL;TCJZE;370;17:28:00;20;20:35:00;3:07:00;2:32:00;D;184;THY;ECAC;460.3;236.8;2159.62
VLG3726;A320;LEBL;LEMH;ECMLE;170;20:16:00;11;21:05:00;0:49:00;0:23:00;D;173;VLG;ECAC;335.9;172.8;238.46
WZZ80TX;A320;LEBL;LYBE;HALYG;380;20:31:00;20;22:45:00;2:14:00;1:39:00;D;173;WZZ;ECAC;466.5;240;1425.6
VLG67NQ;A20N;LEBL;LEAL;ECNDB;290;20:36:00;11;21:20:00;0:44:00;0:18:00;D;174;VLG;ECAC;410.5;211.2;228.1
RYR37ZU;B738;LEBL;GMMW;9HQFK;370;19:58:00;20;21:55:00;1:57:00;1:22:00;D;184;RYR;ECAC;460.3;236.8;1165.06
RYR42SY;B738;LEIB;LEBL;9HQBW;240;20:13:00;7;20:45:00;0:32:00;0:10:00;D;184;RYR;ECAC;379.5;195.2;117.12
RYR719C;B738;LEBL;GMFF;EIDPH;370;20:35:00;20;22:05:00;1:30:00;0:55:00;D;184;RYR;ECAC;460.3;236.8;781.44
VLG963B;A320;GCXO;LEBL;ECMFN;360;17:48:00;4;20:45:00;2:57:00;2:38:00;D;173;VLG;ECAC;454.1;233.6;2214.53
VLG42YQ;A320;LEBL;LIRF;ECMGE;360;20:43:00;11;21:55:00;1:12:00;0:46:00;D;173;VLG;ECAC;454.1;233.6;644.74
RYR539Z;A320;LEPA;LEBL;9HLAX;180;20:16:00;15;20:45:00;0:29:00;0:15:00;D;173;RYR;ECAC;342.2;176;158.4
VLG14PF;A320;LIMC;LEBL;ECOKH;290;19:43:00;13;20:50:00;1:07:00;0:39:00;D;173;VLG;ECAC;410.5;211.2;494.21
VLG9DW;A320;LEBL;LEPA;ECKHN;190;20:50:00;10;21:15:00;0:25:00;0:15:00;D;173;VLG;ECAC;348.4;179.2;161.28
VLG9BY;A20N;LEBL;LEMG;ECNCF;390;20:51:00;11;22:05:00;1:14:00;0:48:00;D;174;VLG;ECAC;472.7;243.2;700.42
IBE04LY;A320;LEMD;LEBL;ECILS;300;20:08:00;16;20:55:00;0:47:00;0:16:00;D;173;IBE;ECAC;416.8;214.4;205.82
ETD9TC;B789;LEBL;OMAA;A6BNB;390;20:59:00;11;3:00:00;6:01:00;5:35:00;B;284;ETD;ECAC;472.7;243.2;4888.32
AFR69BZ;A320;LFPG;LEBL;FGKXH;370;19:21:00;16;21:00:00;1:39:00;1:08:00;D;173;AFR;ECAC;460.3;236.8;966.14
EZY13AP;A320;LEBL;EGCC;GEZUZ;380;20:50:00;20;22:50:00;2:00:00;1:25:00;D;173;EZY;ECAC;466.5;240;1224
BAW482P;A320;EGLL;LEBL;GEUYX;290;18:57:00;33;21:00:00;2:03:00;1:15:00;D;173;BAW;ECAC;410.5;211.2;950.4
FPY6F;A20N;LEBL;BIKF;TFPPD;380;20:59:00;20;0:55:00;3:56:00;3:21:00;D;174;FPY;ECAC;466.5;240;2894.4
VLG39YK;A320;EDDL;LEBL;ECKRH;390;19:06:00;11;21:00:00;1:54:00;1:28:00;D;173;VLG;ECAC;472.7;243.2;1284.1
VLG6154;A320;LEBL;DAAG;ECMVO;330;20:52:00;12;21:50:00;0:58:00;0:31:00;D;173;VLG;ECAC;435.4;224;416.64
RYR6975;B738;LGKR;LEBL;EIDPI;360;18:55:00;15;21:05:00;2:10:00;1:40:00;D;184;RYR;ECAC;454.1;233.6;1401.6
WMT338;A21N;LEBL;LATI;9HWDR;360;21:06:00;21;23:00:00;1:54:00;1:18:00;D;230;WMT;ECAC;454.1;233.6;1093.25
VLG6PR;A21N;EGCC;LEBL;ECNYE;350;19:10:00;17;21:05:00;1:55:00;1:23:00;D;230;VLG;ECAC;447.8;230.4;1147.39
RYR8JA;B738;LEBL;EGSS;EIGXN;380;21:15:00;20;22:55:00;1:40:00;1:05:00;D;184;RYR;ECAC;466.5;240;936
ITY078;A20N;LIRF;LEBL;EIHOH;350;19:40:00;15;21:10:00;1:30:00;1:00:00;D;174;ITY;ECAC;447.8;230.4;829.44
EZY46XV;A320;LEBL;EGGD;GEZPB;360;21:06:00;21;22:55:00;1:49:00;1:13:00;D;173;EZY;ECAC;454.1;233.6;1023.17
RYR379H;B738;EGPH;LEBL;9HQAL;370;18:45:00;13;21:10:00;2:25:00;1:57:00;D;184;RYR;ECAC;460.3;236.8;1662.34
LBT609;A320;LEBL;DTTA;TSINU;370;21:15:00;5;22:30:00;1:15:00;0:55:00;D;173;LBT;ECAC;460.3;236.8;781.44
DLH67E;A320;EDDF;LEBL;DAIWJ;370;19:40:00;14;21:10:00;1:30:00;1:01:00;D;173;DLH;ECAC;460.3;236.8;866.69
VLG20SB;A320;LEBL;LEZL;ECMBY;350;21:04:00;11;22:20:00;1:16:00;0:50:00;D;173;VLG;ECAC;447.8;230.4;691.2
VLG45NE;A20N;LEPA;LEBL;ECNFK;180;20:42:00;17;21:15:00;0:33:00;0:01:00;D;174;VLG;ECAC;342.2;176;10.56
VLG7BU;A320;LKPR;LEBL;ECOFU;360;19:25:00;16;21:15:00;1:50:00;1:19:00;D;173;VLG;ECAC;454.1;233.6;1107.26
DAH2019;B738;LEBL;DAOO;7TVJK;270;21:17:00;12;22:20:00;1:03:00;0:36:00;D;184;DAH;ECAC;398.1;204.8;442.37
EOA001;C560;LGMK;LEBL;IZACK;430;18:12:00;7;21:20:00;3:08:00;2:46:00;F;8;EOA;ECAC;497.6;256;2549.76
WMT8AK;A21N;LEBL;LOWW;9HWDV;360;21:19:00;0;23:15:00;1:56:00;1:41:00;D;230;WMT;ECAC;454.1;233.6;1415.62
RYR806H;B738;GMME;LEBL;EIDWR;380;19:45:00;15;21:20:00;1:35:00;1:05:00;D;184;RYR;Non-ECAC;466.5;240;936
VLG374J;A321;LEBL;LEIB;ECMRF;190;21:19:00;9;21:55:00;0:36:00;0:12:00;D;207;VLG;ECAC;348.4;179.2;129.02
VLG9RB;A321;EHAM;LEBL;ECMHA;350;19:42:00;25;21:20:00;1:38:00;0:58:00;D;207;VLG;ECAC;447.8;230.4;801.79
EIN56V;A320;LEBL;EIDW;EIDEI;360;21:25:00;20;23:25:00;2:00:00;1:25:00;D;173;EIN;ECAC;454.1;233.6;1191.36
TAR514;A320;DTTA;LEBL;LYMLG;360;19:50:00;10;21:25:00;1:35:00;1:10:00;D;173;TAR;Non-ECAC;454.1;233.6;981.12
VLG30HZ;A320;EDDM;LEBL;ECMYC;370;19:50:00;14;21:25:00;1:35:00;1:06:00;D;173;VLG;ECAC;460.3;236.8;937.73
VLG5LE;A321;LICC;LEBL;ECMPV;340;19:48:00;11;21:30:00;1:42:00;1:16:00;D;207;VLG;ECAC;441.6;227.2;1036.03
EJU12GP;A319;LIMC;LEBL;OELQQ;350;20:18:00;12;21:30:00;1:12:00;0:45:00;D;144;EJU;ECAC;447.8;230.4;622.08
RYR6PQ;B38M;LEMG;LEBL;EIIJX;380;20:07:00;15;21:30:00;1:23:00;0:53:00;D;170;RYR;ECAC;466.5;240;763.2
QTR31N;B789;LEBL;OTHH;A7BHO;390;21:38:00;11;3:15:00;5:37:00;5:11:00;B;284;QTR;ECAC;472.7;243.2;4538.11
VLG9JB;A321;LIMC;LEBL;ECNLV;290;20:33:00;13;21:35:00;1:02:00;0:34:00;D;207;VLG;ECAC;410.5;211.2;430.85
VLG40UD;A321;EDDB;LEBL;ECNLX;350;19:31:00;8;21:35:00;2:04:00;1:41:00;D;207;VLG;ECAC;447.8;230.4;1396.22
TAP39MZ;A320;LEBL;LPPT;9HGTS;330;21:31:00;9;23:05:00;1:34:00;1:10:00;D;173;TAP;ECAC;435.4;224;940.8
VLG1BA;A321;EGKK;LEBL;ECMQL;350;20:06:00;15;21:35:00;1:29:00;0:59:00;D;207;VLG;ECAC;447.8;230.4;815.62
PAV542H;C525;LEVX;LEBL;DIJLJ;320;20:10:00;5;21:40:00;1:30:00;1:10:00;F;6;PAV;ECAC;429.2;220.8;927.36
VLG8DM;A319;LFPO;LEBL;ECMIR;390;20:23:00;10;21:40:00;1:17:00;0:52:00;D;144;VLG;ECAC;472.7;243.2;758.78
VLG82NK;A321;LIRF;LEBL;ECMGZ;340;20:18:00;13;21:45:00;1:27:00;0:59:00;D;207;VLG;ECAC;441.6;227.2;804.29
VLG8BT;A21N;LEMH;LEBL;ECNYF;180;21:14:00;10;21:45:00;0:31:00;0:06:00;D;230;VLG;ECAC;342.2;176;63.36
RYR8QT;B738;LEPA;LEBL;9HQEW;180;21:14:00;16;21:50:00;0:36:00;0:05:00;D;184;RYR;ECAC;342.2;176;52.8
ELY392;B738;LEBL;LLBG;4XEKF;370;21:53:00;13;1:30:00;3:37:00;3:09:00;D;184;ELY;ECAC;460.3;236.8;2685.31
EJU89ZC;A319;LFSB;LEBL;OELQA;330;20:41:00;15;21:50:00;1:09:00;0:39:00;D;144;EJU;ECAC;435.4;224;524.16
VLG25JN;A320;LFPG;LEBL;ECMBS;370;20:37:00;12;21:50:00;1:13:00;0:46:00;D;173;VLG;ECAC;460.3;236.8;653.57
VLG34LT;A320;LEGR;LEBL;ECMXP;360;20:55:00;5;21:55:00;1:00:00;0:40:00;D;173;VLG;ECAC;454.1;233.6;560.64
VLG6028;A20N;LIRQ;LEBL;ECNCS;360;20:26:00;5;21:55:00;1:29:00;1:09:00;D;174;VLG;ECAC;454.1;233.6;967.1
VLG4QP;A320;LPPT;LEBL;ECKDG;380;20:41:00;15;21:55:00;1:14:00;0:44:00;D;173;VLG;ECAC;466.5;240;633.6
VLG60YC;A321;EBBR;LEBL;ECMMH;350;20:18:00;22;22:00:00;1:42:00;1:05:00;D;207;VLG;ECAC;447.8;230.4;898.56
SWR3QA;A320;LSZH;LEBL;HBIJO;330;20:45:00;13;22:00:00;1:15:00;0:47:00;D;173;SWR;ECAC;435.4;224;631.68
RYR2889;A320;LEBL;LEPA;9HLAX;190;21:50:00;20;22:30:00;0:40:00;0:05:00;D;173;RYR;ECAC;348.4;179.2;53.76
VLG91VV;A320;LEVX;LEBL;ECLAB;320;20:47:00;7;22:00:00;1:13:00;0:51:00;D;173;VLG;ECAC;429.2;220.8;675.65
SWT332;AT43;LEBL;EDDK;ECJBN;240;22:06:00;17;0:50:00;2:44:00;2:12:00;E;49;SWT;ECAC;379.5;195.2;1545.98
VLG61FK;A320;EGLL;LEBL;ECOKI;370;20:21:00;20;22:05:00;1:44:00;1:09:00;D;173;VLG;ECAC;460.3;236.8;980.35
VLG4JJ;A320;EDDB;LEBL;ECMAO;370;20:04:00;8;22:05:00;2:01:00;1:38:00;D;173;VLG;ECAC;460.3;236.8;1392.38
EJU7214;A319;LPPT;LEBL;OELVG;380;20:45:00;17;22:10:00;1:25:00;0:53:00;D;144;EJU;ECAC;466.5;240;763.2
VLG52YE;A321;LIPZ;LEBL;ECMLM;350;20:47:00;11;22:10:00;1:23:00;0:57:00;D;207;VLG;ECAC;447.8;230.4;787.97
VLG876B;A320;EDDH;LEBL;ECMAH;370;20:10:00;9;22:10:00;2:00:00;1:36:00;D;173;VLG;ECAC;460.3;236.8;1363.97
VLG67CB;A320;LEAS;LEBL;ECJTQ;320;21:08:00;5;22:15:00;1:07:00;0:47:00;D;173;VLG;ECAC;429.2;220.8;622.66
RYR65DP;B738;LIPE;LEBL;EIDCW;370;20:50:00;15;22:15:00;1:25:00;0:55:00;D;184;RYR;ECAC;460.3;236.8;781.44
VLG13LA;A321;GCLP;LEBL;ECMHB;340;19:37:00;14;22:15:00;2:38:00;2:09:00;D;207;VLG;ECAC;441.6;227.2;1758.53
VLG796R;A320;LEPA;LEBL;ECNUP;180;21:44:00;17;22:20:00;0:36:00;0:04:00;D;173;VLG;ECAC;342.2;176;42.24
VLG14RT;A321;LEPA;LEBL;ECMQB;180;21:47:00;17;22:20:00;0:33:00;0:01:00;D;207;VLG;ECAC;342.2;176;10.56
VLG159U;A321;EKCH;LEBL;ECMJR;350;19:53:00;10;22:20:00;2:27:00;2:02:00;D;207;VLG;ECAC;447.8;230.4;1686.53
VLG5SC;A320;LEZL;LEBL;ECMER;340;20:59:00;12;22:25:00;1:26:00;0:59:00;D;173;VLG;ECAC;441.6;227.2;804.29
VLG9MZ;A320;LFML;LEBL;ECMVE;290;21:32:00;5;22:25:00;0:53:00;0:33:00;D;173;VLG;ECAC;410.5;211.2;418.18
VLG669A;A321;LIRN;LEBL;ECMGY;340;20:58:00;12;22:25:00;1:27:00;1:00:00;D;207;VLG;ECAC;441.6;227.2;817.92
RYR39JJ;B738;LEBL;LEMG;9HQBW;370;22:01:00;21;23:40:00;1:39:00;1:03:00;D;184;RYR;ECAC;460.3;236.8;895.1
VLG1SG;A320;GCXO;LEBL;ECMEL;380;19:43:00;4;22:30:00;2:47:00;2:28:00;D;173;VLG;ECAC;466.5;240;2131.2
VLG79EM;A321;LPPR;LEBL;ECMLD;340;21:12:00;12;22:30:00;1:18:00;0:51:00;D;207;VLG;ECAC;441.6;227.2;695.23
VLG5ET;A320;LEMH;LEBL;ECMLE;180;21:54:00;10;22:30:00;0:36:00;0:11:00;D;173;VLG;ECAC;342.2;176;116.16
EOA001;C560;LEBL;LIEO;IZACK;310;22:41:00;20;23:35:00;0:54:00;0:19:00;F;8;EOA;ECAC;423;217.6;248.06
VLG738J;A321;EGKK;LEBL;ECNLY;350;21:03:00;12;22:35:00;1:32:00;1:05:00;D;207;VLG;ECAC;447.8;230.4;898.56
RYR73TJ;B738;EGSS;LEBL;EIEMA;370;20:44:00;10;22:35:00;1:51:00;1:26:00;D;184;RYR;ECAC;460.3;236.8;1221.89
VLG8112;A320;LEBL;LGAV;ECKRH;370;22:32:00;11;1:05:00;2:33:00;2:07:00;D;173;VLG;ECAC;460.3;236.8;1804.42
VLG7NB;A320;LEIB;LEBL;ECOGE;160;21:51:00;10;22:35:00;0:44:00;0:19:00;D;173;VLG;ECAC;329.7;169.6;193.34
VLG3XA;A321;LPPT;LEBL;ECMMU;340;21:21:00;6;22:40:00;1:19:00;0:58:00;D;207;VLG;ECAC;441.6;227.2;790.66
VLG41XC;A320;LEST;LEBL;ECMYB;320;21:30:00;15;22:45:00;1:15:00;0:45:00;D;173;VLG;ECAC;429.2;220.8;596.16
VLG46DQ;A320;LICJ;LEBL;ECODM;380;21:22:00;12;22:45:00;1:23:00;0:56:00;D;173;VLG;ECAC;466.5;240;806.4
VLG3WB;A319;LFMN;LEBL;ECMIQ;300;21:58:00;12;22:45:00;0:47:00;0:20:00;D;144;VLG;ECAC;416.8;214.4;257.28
VLG11HU;A321;LEMG;LEBL;ECMOO;320;21:36:00;11;22:50:00;1:14:00;0:48:00;D;207;VLG;ECAC;429.2;220.8;635.9
VLG4WK;A320;LIEE;LEBL;ECKDH;340;21:51:00;8;22:50:00;0:59:00;0:36:00;D;173;VLG;ECAC;441.6;227.2;490.75
TAR515;A320;LEBL;DTTA;LYMLG;370;22:51:00;12;0:05:00;1:14:00;0:47:00;D;173;TAR;ECAC;460.3;236.8;667.78
RYR31DG;B38M;LHBP;LEBL;EIIJM;370;20:42:00;12;22:55:00;2:13:00;1:46:00;D;170;RYR;ECAC;460.3;236.8;1506.05
VLG3AC;A320;LECO;LEBL;ECOFX;320;21:46:00;6;22:55:00;1:09:00;0:48:00;D;173;VLG;ECAC;429.2;220.8;635.9
RYR71AV;B738;LIME;LEBL;EIENF;350;21:55:00;7;23:00:00;1:05:00;0:43:00;D;184;RYR;ECAC;447.8;230.4;594.43
NSZ5521;B738;ENGM;LEBL;SERRF;410;20:17:00;15;23:00:00;2:43:00;2:13:00;D;184;NSZ;ECAC;485.1;249.6;1991.81
RYR1397;B738;LIPQ;LEBL;9HQDA;370;21:37:00;10;23:05:00;1:28:00;1:03:00;D;184;RYR;ECAC;460.3;236.8;895.1
RYR67KU;B738;LEZL;LEBL;EIEBF;380;22:08:00;12;23:15:00;1:07:00;0:40:00;D;184;RYR;ECAC;466.5;240;576
RYR404A;B738;LPPR;LEBL;EIDCN;320;21:40:00;15;23:20:00;1:40:00;1:10:00;D;184;RYR;ECAC;429.2;220.8;927.36
RYR56YL;B738;EIDW;LEBL;9HQEK;370;21:20:00;20;23:20:00;2:00:00;1:25:00;D;184;RYR;ECAC;460.3;236.8;1207.68
VJT750;GL7T;LEBL;HAAB;9HVID;490;23:15:00;15;6:00:00;6:45:00;6:15:00;E;19;VJT;ECAC;584;311.5;7008.75
AEE712;A20N;LGAV;LEBL;SXNEQ;380;20:53:00;14;23:25:00;2:32:00;2:03:00;D;174;AEE;ECAC;466.5;240;1771.2
TAP1040;A320;LPPT;LEBL;CSTNX;380;21:52:00;16;23:25:00;1:33:00;1:02:00;D;173;TAP;ECAC;466.5;240;892.8
IBE2601;A332;LEBL;SAEZ;ECNRH;400;23:42:00;12;12:00:00;12:18:00;11:51:00;B;281;IBE;ECAC;478.9;246.4;10511.42
