ARCID;ATYP;ADEP;ADES;RM;ARF;ETD;TT;ETA;Flight Time;Adjusted Time;CAT;Seats;Airline;Coming From;TAS(kts);TAS(m/s);Distancia (km)
EJU68DK;A20N;LEBL;LPPT;OELSQ;390;14:26:00;21;16:05:00;1:39:00;1:03:00;D;174;EJU;ECAC;472.7;243.2;919.3
EWG9TP;A320;EDDL;LEBL;9HSWJ;350;12:36:00;11;14:25:00;1:49:00;1:23:00;D;173;EWG;ECAC;447.8;230.4;1147.39
VLG90AB;A321;EDDB;LEBL;ECMJR;350;12:24:00;9;14:25:00;2:01:00;1:37:00;D;207;VLG;ECAC;447.8;230.4;1340.93
PVA1839;GLEX;LEBL;KPIT;N551SW;430;14:10:00;20;22:15:00;8:05:00;7:30:00;E;14;PVA;ECAC;497.6;256;6912
VLG71YZ;A320;LEIB;LEBL;ECKDX;180;13:36:00;10;14:30:00;0:54:00;0:29:00;D;173;VLG;ECAC;342.2;176;306.24
VLG31ZF;A319;LEBL;LEMH;ECMKV;190;14:27:00;10;15:00:00;0:33:00;0:08:00;D;144;VLG;ECAC;348.4;179.2;86.02
WMT6DJ;A21N;LEBL;LIPZ;9HWNX;360;14:23:00;20;16:05:00;1:42:00;1:07:00;D;230;WMT;ECAC;454.1;233.6;939.07
VLG45UC;A320;LEJR;LEBL;ECJTQ;340;12:57:00;7;14:30:00;1:33:00;1:11:00;D;173;VLG;ECAC;441.6;227.2;967.87
VLG8FK;A320;LEBL;LEIB;ECODN;190;14:15:00;10;15:10:00;0:55:00;0:30:00;D;173;VLG;ECAC;348.4;179.2;322.56
SWR4TD;A321;LEBL;LSZH;HBIOD;340;14:25:00;10;16:05:00;1:40:00;1:15:00;D;207;SWR;ECAC;441.6;227.2;1022.4
VLG80YY;A320;LOWW;LEBL;ECOFU;350;12:53:00;10;14:35:00;1:42:00;1:17:00;D;173;VLG;ECAC;447.8;230.4;1064.45
UAL673;B772;LEBL;KSFO;N218UA;380;14:14:00;14;2:10:00;11:56:00;11:27:00;B;296;UAL;ECAC;466.5;240;9892.8
VLG32QU;A320;LEBL;LPPT;ECOFH;370;14:11:00;10;16:10:00;1:59:00;1:34:00;D;173;VLG;ECAC;460.3;236.8;1335.55
WZZ6457;A320;LEBL;EPKT;HALWU;390;14:35:00;20;17:00:00;2:25:00;1:50:00;D;173;WZZ;ECAC;472.7;243.2;1605.12
ALE04;PC24;LEPA;LEBL;9HAPX;180;14:20:00;20;14:40:00;0:20:00;0:15:00;F;8;ALE;ECAC;342.2;176;158.4
VOE4NJ;A320;LEBL;LFRS;ECNPC;340;14:35:00;20;15:50:00;1:15:00;0:40:00;D;173;VOE;ECAC;441.6;227.2;545.28
EWG81R;A319;LEBL;EDDS;DABGN;340;14:39:00;20;16:10:00;1:31:00;0:56:00;D;144;EWG;ECAC;441.6;227.2;763.39
MSR768;A21N;LEBL;HECA;SUGFU;370;14:39:00;13;18:15:00;3:36:00;3:08:00;D;230;MSR;ECAC;460.3;236.8;2671.1
AFR91TU;BCS3;LEBL;LFPG;FHZUN;340;14:38:00;10;16:10:00;1:32:00;1:07:00;D;150;AFR;ECAC;441.6;227.2;913.34
VOE4BE;A320;LEBL;LIEO;ECNOL;390;14:36:00;20;15:40:00;1:04:00;0:29:00;D;173;VOE;ECAC;472.7;243.2;423.17
VLG8YF;A321;LPPT;LEBL;ECMHS;340;13:15:00;15;14:45:00;1:30:00;1:00:00;D;207;VLG;ECAC;441.6;227.2;817.92
DLH06V;A321;LEBL;EDDF;DAISI;360;14:47:00;11;16:35:00;1:48:00;1:22:00;D;207;DLH;ECAC;454.1;233.6;1149.31
BAW407;A319;LEBL;EGLL;GEUPN;340;14:45:00;12;16:30:00;1:45:00;1:18:00;D;144;BAW;ECAC;441.6;227.2;1063.3
IBE26RZ;A332;KLAX;LEBL;ECNRH;410;4:22:00;22;14:45:00;10:23:00;9:46:00;B;281;IBE;Non-ECAC;485.1;249.6;8775.94
SVA228;A333;LEBL;OEJN;HZAQ11;410;14:39:00;14;20:05:00;5:26:00;4:57:00;B;284;SVA;ECAC;485.1;249.6;4447.87
VLG25VH;A321;LEBL;LEPA;ECNLY;190;14:50:00;10;15:20:00;0:30:00;0:05:00;D;207;VLG;ECAC;348.4;179.2;53.76
VTB788;C650;LEBL;LSZH;HAJEM;300;14:54:00;20;16:20:00;1:26:00;0:51:00;F;12;VTB;ECAC;416.8;214.4;656.06
VLG8DC;A320;LEBL;LEMG;ECOJG;370;14:36:00;11;16:05:00;1:29:00;1:03:00;D;173;VLG;ECAC;460.3;236.8;895.1
TDR154;A320;LEBL;LJLJ;9ABTK;340;14:46:00;20;16:35:00;1:49:00;1:14:00;D;173;TDR;ECAC;441.6;227.2;1008.77
AEA32MG;B789;LEMD;LEBL;ECNCY;280;14:00:00;20;14:55:00;0:55:00;0:20:00;B;284;AEA;ECAC;404.3;208;249.6
VLG9YK;A320;LEBL;EHAM;ECMVO;340;14:41:00;11;16:45:00;2:04:00;1:38:00;D;173;VLG;ECAC;441.6;227.2;1335.94
RYR6851;B738;LIRF;LEBL;9HQEN;330;13:43:00;13;14:55:00;1:12:00;0:44:00;D;184;RYR;ECAC;435.4;224;591.36
RJA108;A20N;LEBL;OJAI;JYRAH;370;14:51:00;12;18:55:00;4:04:00;3:37:00;D;174;RJA;ECAC;460.3;236.8;3083.14
VLG57ZG;A321;LFPO;LEBL;ECMPV;350;13:38:00;13;14:55:00;1:17:00;0:49:00;D;207;VLG;ECAC;447.8;230.4;677.38
QTR75K;B789;LEBL;OTHH;A7BHW;390;14:53:00;15;20:40:00;5:47:00;5:17:00;B;284;QTR;ECAC;472.7;243.2;4625.66
VLG1AL;A320;EBBR;LEBL;ECKRH;370;13:16:00;11;15:00:00;1:44:00;1:18:00;D;173;VLG;ECAC;460.3;236.8;1108.22
TAP1034;A320;LPPT;LEBL;CSTNJ;340;13:18:00;13;15:00:00;1:42:00;1:14:00;D;173;TAP;ECAC;441.6;227.2;1008.77
PAV541H;C525;LEBL;LEVX;DIJLJ;330;15:10:00;20;16:35:00;1:25:00;0:50:00;F;6;PAV;ECAC;435.4;224;672
RYR3028;B738;LEBL;LEIB;9HQEK;190;14:50:00;20;15:40:00;0:50:00;0:15:00;D;184;RYR;ECAC;348.4;179.2;161.28
BBG252;A320;LLBG;LEBL;5BDDO;360;11:17:00;15;15:05:00;3:48:00;3:18:00;D;173;BBG;Non-ECAC;454.1;233.6;2775.17
VLG7PM;A321;LIPZ;LEBL;ECMHA;350;13:46:00;11;15:05:00;1:19:00;0:53:00;D;207;VLG;ECAC;447.8;230.4;732.67
RYR3XQ;B738;LEBL;LEPA;9HQBW;190;15:02:00;20;15:30:00;0:28:00;0:15:00;D;184;RYR;ECAC;348.4;179.2;161.28
THY1FP;A333;LTFM;LEBL;TCLOA;380;12:05:00;20;15:05:00;3:00:00;2:25:00;B;284;THY;ECAC;466.5;240;2088
VLG8XT;A320;LEBL;LEBB;ECJYX;290;14:47:00;12;15:50:00;1:03:00;0:36:00;D;173;VLG;ECAC;410.5;211.2;456.19
VLG57XD;A320;LEBL;EGKK;ECMAN;360;15:07:00;12;16:55:00;1:48:00;1:21:00;D;173;VLG;ECAC;454.1;233.6;1135.3
VLG36XL;A20N;LEBL;LIRQ;ECNDA;300;14:56:00;11;16:35:00;1:39:00;1:13:00;D;174;VLG;ECAC;416.8;214.4;939.07
EWG7524;A320;EDDH;LEBL;9HSWN;360;13:15:00;10;15:10:00;1:55:00;1:30:00;D;173;EWG;ECAC;454.1;233.6;1261.44
VLG8580;A320;LEBL;LATI;ECMAI;380;15:07:00;12;17:10:00;2:03:00;1:36:00;D;173;VLG;ECAC;466.5;240;1382.4
GES401V;F2TH;LFMN;LEBL;ECLGV;300;14:32:00;6;15:10:00;0:38:00;0:17:00;E;10;GES;ECAC;416.8;214.4;218.69
VLG9FX;A20N;LEBL;LFPO;ECNCU;340;14:45:00;10;16:25:00;1:40:00;1:15:00;D;174;VLG;ECAC;441.6;227.2;1022.4
BNI5V;C525;LEBL;LIEO;SPDLV;340;15:10:00;20;16:30:00;1:20:00;0:45:00;F;6;BNI;ECAC;441.6;227.2;613.44
VLG37CR;A320;LEPA;LEBL;ECMLE;180;14:22:00;17;15:15:00;0:53:00;0:21:00;D;173;VLG;ECAC;342.2;176;221.76
VLG48UY;A320;LEBL;LFML;ECMVE;260;15:01:00;11;15:55:00;0:54:00;0:28:00;D;173;VLG;ECAC;391.9;201.6;338.69
VLG61TN;A321;LEBL;LEPA;ECMMU;150;15:16:00;13;15:40:00;0:24:00;0:15:00;D;207;VLG;ECAC;323.5;166.4;149.76
AFR71WK;BCS3;LEBL;LFPG;FHPNP;340;15:14:00;11;16:45:00;1:31:00;1:05:00;D;150;AFR;ECAC;441.6;227.2;886.08
EZY32CM;A320;LEBL;EGGW;GEZTM;340;14:56:00;21;17:10:00;2:14:00;1:38:00;D;173;EZY;ECAC;441.6;227.2;1335.94
RYR79DL;B738;EBCI;LEBL;EIDWR;370;13:55:00;15;15:20:00;1:25:00;0:55:00;D;184;RYR;ECAC;460.3;236.8;781.44
RYR4JY;B738;LEBL;LFBI;9HQEW;320;15:20:00;20;16:25:00;1:05:00;0:30:00;D;184;RYR;ECAC;429.2;220.8;397.44
VLG3521;A320;LEIB;LEBL;ECMNZ;180;14:47:00;12;15:20:00;0:33:00;0:06:00;D;173;VLG;ECAC;342.2;176;63.36
VLG2AX;A321;LEBL;GCLP;ECMHB;350;15:20:00;10;18:15:00;2:55:00;2:30:00;D;207;VLG;ECAC;447.8;230.4;2073.6
VLG1EB;A320;LEAL;LEBL;ECMAO;280;14:38:00;13;15:25:00;0:47:00;0:19:00;D;173;VLG;ECAC;404.3;208;237.12
VLG365N;A320;LEBL;LFMN;ECOFX;300;15:21:00;11;16:25:00;1:04:00;0:38:00;D;173;VLG;ECAC;416.8;214.4;488.83
BAW480N;A21N;EGLL;LEBL;GTNEA;370;13:51:00;22;15:25:00;1:34:00;0:57:00;D;230;BAW;ECAC;460.3;236.8;809.86
RYR6XP;B738;LEBL;EGPH;9HQAL;380;15:20:00;20;17:45:00;2:25:00;1:50:00;D;184;RYR;ECAC;466.5;240;1584
VLG2FA;A321;LEAM;LEBL;ECMQL;340;14:24:00;5;15:25:00;1:01:00;0:41:00;D;207;VLG;ECAC;441.6;227.2;558.91
EJU4384;A320;LEBL;LFLL;OEIVD;300;15:21:00;21;16:25:00;1:04:00;0:28:00;D;173;EJU;ECAC;416.8;214.4;360.19
DNA411;A320;LRBC;LEBL;YRJUL;350;12:58:00;10;15:30:00;2:32:00;2:07:00;D;173;DNA;ECAC;447.8;230.4;1755.65
VLG8TW;A320;LEBL;BIKF;ECLVV;380;15:20:00;10;19:30:00;4:10:00;3:45:00;D;173;VLG;ECAC;466.5;240;3240
RYR902Y;B738;LEBL;LEST;EIDWC;330;15:29:00;20;16:50:00;1:21:00;0:46:00;D;184;RYR;ECAC;435.4;224;618.24
RYR4596;B738;LPPR;LEBL;EIEBL;320;14:05:00;15;15:30:00;1:25:00;0:55:00;D;184;RYR;ECAC;429.2;220.8;728.64
SWR1958;A321;LSZH;LEBL;HBIOH;330;14:13:00;13;15:30:00;1:17:00;0:49:00;D;207;SWR;ECAC;435.4;224;658.56
VLG962F;A319;LEBL;LESO;ECMIQ;290;15:15:00;10;16:20:00;1:05:00;0:40:00;D;144;VLG;ECAC;410.5;211.2;506.88
DLH43K;A320;LEBL;EDDF;DAIUA;380;15:25:00;10;17:20:00;1:55:00;1:30:00;D;173;DLH;ECAC;466.5;240;1296
RYR8574;B738;LEBL;LIPZ;EIDYW;380;15:39:00;20;17:00:00;1:21:00;0:46:00;D;184;RYR;ECAC;466.5;240;662.4
DLH03H;BCS3;EDDM;LEBL;YLABR;350;13:57:00;12;15:35:00;1:38:00;1:11:00;D;150;DLH;ECAC;447.8;230.4;981.5
NSZ8JT;B738;LEBL;ENGM;SERRF;370;15:25:00;20;18:40:00;3:15:00;2:40:00;D;184;NSZ;ECAC;460.3;236.8;2273.28
ITY079;A21N;LEBL;LIRF;EIHXG;340;15:24:00;10;16:55:00;1:31:00;1:06:00;D;230;ITY;ECAC;441.6;227.2;899.71
RYR419B;B738;LEBL;LIMC;EIEBF;300;15:35:00;20;16:55:00;1:20:00;0:45:00;D;184;RYR;ECAC;416.8;214.4;578.88
VLG19JA;A320;LEBL;GCXO;ECMEL;370;15:35:00;10;18:30:00;2:55:00;2:30:00;D;173;VLG;ECAC;460.3;236.8;2131.2
ABR294;B738;EDDP;LEBL;EIAZG;370;13:55:00;10;15:40:00;1:45:00;1:20:00;D;184;ABR;ECAC;460.3;236.8;1136.64
VLG67DH;A320;LEBL;LEIB;ECJTQ;190;15:30:00;10;16:20:00;0:50:00;0:25:00;D;173;VLG;ECAC;348.4;179.2;268.8
RYR99GF;B738;LEBL;LGKR;EIDPI;370;15:45:00;20;17:45:00;2:00:00;1:25:00;D;184;RYR;ECAC;460.3;236.8;1207.68
VLG5XG;A21N;LEBL;EGCC;ECNYE;340;15:32:00;12;17:45:00;2:13:00;1:46:00;D;230;VLG;ECAC;441.6;227.2;1444.99
ULC44;C68A;LFTZ;LEBL;9HAOA;290;14:58:00;2;15:45:00;0:47:00;0:30:00;E;9;ULC;ECAC;410.5;211.2;380.16
VLG25CX;A320;LEBL;LEIB;ECKDX;190;15:28:00;10;16:25:00;0:57:00;0:32:00;D;173;VLG;ECAC;348.4;179.2;344.06
DLH54C;A321;EDDF;LEBL;DAISR;370;14:23:00;14;15:45:00;1:22:00;0:53:00;D;207;DLH;ECAC;460.3;236.8;753.02
VLG97CV;A320;EGKK;LEBL;ECOKH;370;14:21:00;20;15:50:00;1:29:00;0:54:00;D;173;VLG;ECAC;460.3;236.8;767.23
EJU59AT;A319;EDDB;LEBL;OELKC;370;13:52:00;7;15:50:00;1:58:00;1:36:00;D;144;EJU;ECAC;460.3;236.8;1363.97
KLM16K;B739;LEBL;EHAM;PHBXT;360;15:55:00;12;17:35:00;1:40:00;1:13:00;D;183;KLM;ECAC;454.1;233.6;1023.17
VLG4CT;A320;LSZH;LEBL;ECMBE;350;14:36:00;11;15:50:00;1:14:00;0:48:00;D;173;VLG;ECAC;447.8;230.4;663.55
EWG9CA;A320;LEBL;EDDL;9HSWJ;340;15:59:00;20;17:40:00;1:41:00;1:06:00;D;173;EWG;ECAC;441.6;227.2;899.71
VLG49TP;A321;LEBL;EDDB;ECNLX;350;16:00:00;12;18:10:00;2:10:00;1:43:00;D;207;VLG;ECAC;447.8;230.4;1423.87
RYR81RY;B738;LEBL;LOWW;EIEFO;360;16:02:00;20;18:00:00;1:58:00;1:23:00;D;184;RYR;ECAC;454.1;233.6;1163.33
IBE04VH;A321;LEMD;LEBL;ECHUH;280;14:29:00;16;15:55:00;1:26:00;0:55:00;D;207;IBE;ECAC;404.3;208;686.4
AIZ271;A21N;LLBG;LEBL;4XAGK;350;12:11:00;15;16:00:00;3:49:00;3:19:00;D;230;AIZ;Non-ECAC;447.8;230.4;2750.98
VLG3LM;A320;LEBL;LKPR;ECOFU;380;16:08:00;11;18:05:00;1:57:00;1:31:00;D;173;VLG;ECAC;466.5;240;1310.4
VLG5LQ;A320;LEBL;LIEE;ECLLJ;340;16:13:00;11;17:05:00;0:52:00;0:26:00;D;173;VLG;ECAC;441.6;227.2;354.43
VLG3707;A321;LEMH;LEBL;ECMMH;180;15:49:00;10;16:10:00;0:21:00;0:15:00;D;207;VLG;ECAC;342.2;176;158.4
VLG1594;A321;LEBL;HECA;ECMHS;350;16:11:00;13;19:55:00;3:44:00;3:16:00;D;207;VLG;ECAC;447.8;230.4;2709.5
AFR88WR;A321;LFPG;LEBL;FGTAQ;370;14:55:00;15;16:10:00;1:15:00;0:45:00;D;207;AFR;ECAC;460.3;236.8;639.36
RYR19VT;B738;LEBL;LIRF;9HQEN;360;16:15:00;20;17:25:00;1:10:00;0:35:00;D;184;RYR;ECAC;454.1;233.6;490.56
AEA62AA;B738;LEPA;LEBL;ECLQX;180;15:44:00;17;16:10:00;0:26:00;0:15:00;D;184;AEA;ECAC;342.2;176;158.4
VLG8YA;A320;LEBL;EDDL;ECKRH;360;16:19:00;11;18:05:00;1:46:00;1:20:00;D;173;VLG;ECAC;454.1;233.6;1121.28
SAS1811;A20N;ESSA;LEBL;SEROX;390;13:10:00;15;16:15:00;3:05:00;2:35:00;D;174;SAS;ECAC;472.7;243.2;2261.76
VLG42HH;A320;GCFV;LEBL;ECMBS;360;13:23:00;10;16:15:00;2:52:00;2:27:00;D;173;VLG;ECAC;454.1;233.6;2060.35
VLG6UF;A320;LEBL;LEIB;ECMNZ;190;16:18:00;11;16:55:00;0:37:00;0:11:00;D;173;VLG;ECAC;348.4;179.2;118.27
BAW472M;A21N;EGLL;LEBL;GTNEB;370;14:40:00;25;16:20:00;1:40:00;1:00:00;D;230;BAW;ECAC;460.3;236.8;852.48
RYR7CT;B738;EGGP;LEBL;EIENM;370;14:30:00;15;16:20:00;1:50:00;1:20:00;D;184;RYR;ECAC;460.3;236.8;1136.64
BBG251;A320;LEBL;LLBG;5BDDO;350;16:24:00;20;20:05:00;3:41:00;3:06:00;D;173;BBG;ECAC;447.8;230.4;2571.26
VLG3BU;A20N;EHAM;LEBL;ECNCS;390;14:39:00;15;16:20:00;1:41:00;1:11:00;D;174;VLG;ECAC;472.7;243.2;1036.03
VLG9DL;A321;LEBL;EKCH;ECMJR;350;16:21:00;11;18:50:00;2:29:00;2:03:00;D;207;VLG;ECAC;447.8;230.4;1700.35
RYR90MH;B738;LIRN;LEBL;EIEMA;350;14:44:00;14;16:25:00;1:41:00;1:12:00;D;184;RYR;ECAC;447.8;230.4;995.33
RYR44YY;B738;EDDB;LEBL;EIEVC;370;14:24:00;9;16:25:00;2:01:00;1:37:00;D;184;RYR;ECAC;460.3;236.8;1378.18
VLG9PH;A319;LEMH;LEBL;ECMKV;180;15:47:00;10;16:25:00;0:38:00;0:13:00;D;144;VLG;ECAC;342.2;176;137.28
EJU56MW;A319;LFMN;LEBL;OELVG;290;15:30:00;12;16:25:00;0:55:00;0:28:00;D;144;EJU;ECAC;410.5;211.2;354.82
VLG4RW;A321;LIRF;LEBL;ECMGY;340;15:24:00;14;16:30:00;1:06:00;0:37:00;D;207;VLG;ECAC;441.6;227.2;504.38
RYR963U;B738;LEBL;LPPR;EIEBL;330;16:35:00;20;17:55:00;1:20:00;0:45:00;D;184;RYR;ECAC;435.4;224;604.8
VLG4ZY;A321;LFRS;LEBL;ECMLM;330;15:40:00;10;16:30:00;0:50:00;0:25:00;D;207;VLG;ECAC;435.4;224;336
VLG1SX;A321;LEBL;EHAM;ECMHA;340;16:37:00;11;18:20:00;1:43:00;1:17:00;D;207;VLG;ECAC;441.6;227.2;1049.66
VLG98GU;A320;LEBL;LEPA;ECMLE;150;16:25:00;10;17:00:00;0:35:00;0:10:00;D;173;VLG;ECAC;323.5;166.4;99.84
VOE5JR;A319;LEAS;LEBL;ECMUX;320;15:20:00;5;16:35:00;1:15:00;0:55:00;D;144;VOE;ECAC;429.2;220.8;728.64
RYR73VE;B38M;LIEA;LEBL;EIIJM;310;15:40:00;10;16:35:00;0:55:00;0:30:00;D;170;RYR;ECAC;423;217.6;391.68
VLG16XE;A321;EGCC;LEBL;ECMGZ;350;14:50:00;17;16:35:00;1:45:00;1:13:00;D;207;VLG;ECAC;447.8;230.4;1009.15
TAP35BC;A320;LEBL;LPPT;CSTNJ;350;16:43:00;11;18:05:00;1:22:00;0:56:00;D;173;TAP;ECAC;447.8;230.4;774.14
AAO59;PC12;LFML;LEBL;OKPCF;250;15:36:00;6;16:40:00;1:04:00;0:43:00;F;8;AAO;ECAC;385.7;198.4;511.87
VLG4LP;A320;LEBL;EDDB;ECMAO;360;16:36:00;10;18:50:00;2:14:00;1:49:00;D;173;VLG;ECAC;454.1;233.6;1527.74
VLG53FY;A320;LFMN;LEBL;ECKDG;290;15:50:00;11;16:40:00;0:50:00;0:24:00;D;173;VLG;ECAC;410.5;211.2;304.13
VLG7DY;A320;LEBL;EDDH;ECMAH;360;16:45:00;10;18:50:00;2:05:00;1:40:00;D;173;VLG;ECAC;454.1;233.6;1401.6
KLM69C;B738;EHAM;LEBL;PHBXB;410;14:56:00;13;16:45:00;1:49:00;1:21:00;D;184;KLM;ECAC;485.1;249.6;1213.06
SWR22Y;A321;LEBL;LSZH;HBIOH;320;16:45:00;10;18:15:00;1:30:00;1:05:00;D;207;SWR;ECAC;429.2;220.8;861.12
EWG75Z;A320;EDDL;LEBL;9HMLO;350;14:36:00;11;16:45:00;2:09:00;1:43:00;D;173;EWG;ECAC;447.8;230.4;1423.87
VLG1PN;A321;LEBL;EGKK;ECMQL;340;16:47:00;12;18:35:00;1:48:00;1:21:00;D;207;VLG;ECAC;441.6;227.2;1104.19
VLG232C;A321;LFPG;LEBL;ECNLV;350;15:30:00;25;16:45:00;1:15:00;0:35:00;D;207;VLG;ECAC;447.8;230.4;483.84
EJU65KC;A319;LIRN;LEBL;OELQU;340;15:17:00;14;16:50:00;1:33:00;1:04:00;D;144;EJU;ECAC;441.6;227.2;872.45
IBE26EV;A339;LEBL;KJFK;CSTKH;380;16:56:00;26;0:00:00;7:04:00;6:23:00;B;280;IBE;ECAC;466.5;240;5515.2
VLG48JN;A321;LEBL;LICC;ECMPV;350;16:48:00;10;18:25:00;1:37:00;1:12:00;D;207;VLG;ECAC;447.8;230.4;995.33
NSZ3658;B738;EKCH;LEBL;SERPJ;390;14:20:00;10;16:50:00;2:30:00;2:05:00;D;184;NSZ;ECAC;472.7;243.2;1824
THY7RS;A333;LEBL;LTFM;TCLOA;400;16:51:00;13;19:40:00;2:49:00;2:21:00;B;284;THY;ECAC;478.9;246.4;2084.54
RYR1JV;B738;LFOB;LEBL;EIENF;370;15:35:00;15;16:55:00;1:20:00;0:50:00;D;184;RYR;ECAC;460.3;236.8;710.4
BAW481B;A21N;LEBL;EGLL;GTNEA;360;16:52:00;12;18:40:00;1:48:00;1:21:00;D;230;BAW;ECAC;454.1;233.6;1135.3
VLG5QB;A320;LEIB;LEBL;ECODN;180;16:01:00;12;16:55:00;0:54:00;0:27:00;D;173;VLG;ECAC;342.2;176;285.12
VLG88YX;A320;GCXO;LEBL;ECMOG;360;14:08:00;8;16:55:00;2:47:00;2:24:00;D;173;VLG;ECAC;454.1;233.6;2018.3
RYR4AC;B738;LEBL;GMME;EIDWR;370;16:55:00;20;18:40:00;1:45:00;1:10:00;D;184;RYR;ECAC;460.3;236.8;994.56
WZZ98;A21N;LHBP;LEBL;HALGN;350;14:57:00;10;16:55:00;1:58:00;1:33:00;D;230;WZZ;ECAC;447.8;230.4;1285.63
NJE024U;CL35;EGKB;LEBL;CSCHG;350;15:40:00;10;17:00:00;1:20:00;0:55:00;E;9;NJE;ECAC;447.8;230.4;760.32
VLG7YK;A320;LEBL;EGLL;ECOKI;360;16:56:00;16;18:45:00;1:49:00;1:18:00;D;173;VLG;ECAC;454.1;233.6;1093.25
WZZ671;A21N;EPWA;LEBL;9HWDP;360;14:20:00;21;17:00:00;2:40:00;2:04:00;D;230;WZZ;ECAC;454.1;233.6;1737.98
RYR2WJ;B38M;EDDK;LEBL;9HVVR;390;15:22:00;17;17:00:00;1:38:00;1:06:00;D;170;RYR;ECAC;472.7;243.2;963.07
ETD19N;B789;OMAA;LEBL;A6BNB;400;10:15:00;10;17:05:00;6:50:00;6:25:00;B;284;ETD;Non-ECAC;478.9;246.4;5691.84
VLG787R;A321;LEPA;LEBL;ECNLY;180;16:24:00;5;17:05:00;0:41:00;0:21:00;D;207;VLG;ECAC;342.2;176;221.76
VLG5DD;A320;LEBL;EDDM;ECMYC;380;17:12:00;17;18:50:00;1:38:00;1:06:00;D;173;VLG;ECAC;466.5;240;950.4
EJU43FZ;A319;LEBL;LSGG;OELKC;320;17:13:00;21;18:20:00;1:07:00;0:31:00;D;144;EJU;ECAC;429.2;220.8;410.69
VLG1579;A320;LEAS;LEBL;ECLAB;320;16:05:00;5;17:10:00;1:05:00;0:45:00;D;173;VLG;ECAC;429.2;220.8;596.16
RYR22VB;B738;LEIB;LEBL;9HQEK;240;16:30:00;7;17:10:00;0:40:00;0:18:00;D;184;RYR;ECAC;379.5;195.2;210.82
DLH09W;BCS3;LEBL;EDDM;YLABR;340;17:10:00;11;18:55:00;1:45:00;1:19:00;D;150;DLH;ECAC;441.6;227.2;1076.93
VLG15NF;A320;LEBL;GCRR;ECMBE;350;17:10:00;10;19:50:00;2:40:00;2:15:00;D;173;VLG;ECAC;447.8;230.4;1866.24
EWG7W;A320;LEBL;EDDH;9HSWN;360;17:16:00;20;19:20:00;2:04:00;1:29:00;D;173;EWG;ECAC;454.1;233.6;1247.42
RAM960U;B738;GMMN;LEBL;CNROC;400;15:21:00;16;17:10:00;1:49:00;1:18:00;D;184;RAM;Non-ECAC;478.9;246.4;1153.15
VLG2KV;A320;LEST;LEBL;ECODM;320;15:50:00;15;17:10:00;1:20:00;0:50:00;D;173;VLG;ECAC;429.2;220.8;662.4
IBE04YG;A321;LEBL;LEMD;ECHUH;290;16:51:00;12;18:05:00;1:14:00;0:47:00;D;207;IBE;ECAC;410.5;211.2;595.58
AEA83QQ;B738;LEBL;LEPA;ECLQX;170;17:12:00;10;17:40:00;0:28:00;0:03:00;D;184;AEA;ECAC;335.9;172.8;31.1
VLG9BC;A321;LEPA;LEBL;ECMMU;180;16:52:00;17;17:15:00;0:23:00;0:15:00;D;207;VLG;ECAC;342.2;176;158.4
VLG2WY;A320;LEBL;LIMC;ECOKH;300;17:22:00;11;18:35:00;1:13:00;0:47:00;D;173;VLG;ECAC;416.8;214.4;604.61
DAH2014;B738;DAAG;LEBL;7TVKQ;340;16:30:00;5;17:20:00;0:50:00;0:30:00;D;184;DAH;Non-ECAC;441.6;227.2;408.96
AAR511;A359;RKSI;LEBL;HL7578;400;3:00:00;10;17:20:00;14:20:00;13:55:00;B;297;AAR;Non-ECAC;478.9;246.4;12344.64
RYR51YH;B738;LIRF;LEBL;EIDCW;330;16:12:00;17;17:20:00;1:08:00;0:36:00;D;184;RYR;ECAC;435.4;224;483.84
AFR41VV;A321;LEBL;LFPG;FGTAQ;360;17:22:00;10;18:45:00;1:23:00;0:58:00;D;207;AFR;ECAC;454.1;233.6;812.93
VLG73KB;A320;LICC;LEBL;ECKHN;360;15:45:00;20;17:25:00;1:40:00;1:05:00;D;173;VLG;ECAC;454.1;233.6;911.04
TRA6789;B738;EHEH;LEBL;PHHXE;410;15:55:00;10;17:25:00;1:30:00;1:05:00;D;184;TRA;ECAC;485.1;249.6;973.44
SAS1812;A20N;LEBL;ESSA;SEROX;390;17:31:00;10;20:35:00;3:04:00;2:39:00;D;174;SAS;ECAC;472.7;243.2;2320.13
ASL91T;A319;LYBE;LEBL;YUAPK;320;15:15:00;10;17:25:00;2:10:00;1:45:00;D;144;ASL;ECAC;429.2;220.8;1391.04
CFE8759;E190;EGLC;LEBL;GLCYU;370;15:48:00;6;17:30:00;1:42:00;1:21:00;E;104;CFE;ECAC;460.3;236.8;1150.85
VLG22MK;A320;LEBL;LFPG;ECMBS;340;17:31:00;11;18:50:00;1:19:00;0:53:00;D;173;VLG;ECAC;441.6;227.2;722.5
VLG2HL;A321;LPPR;LEBL;ECMLD;320;16:07:00;12;17:30:00;1:23:00;0:56:00;D;207;VLG;ECAC;429.2;220.8;741.89
VLG96BX;A319;LEBL;LFPO;ECMKV;340;17:25:00;11;18:50:00;1:25:00;0:59:00;D;144;VLG;ECAC;441.6;227.2;804.29
RYR2494;B738;LEPA;LEBL;9HQBW;180;17:01:00;17;17:30:00;0:29:00;0:15:00;D;184;RYR;ECAC;342.2;176;158.4
